Genesis;[15]1,[17]1,[13]1,[18]1,[11]1,[8]1,[12]1,[19]1,[6]1,[0]1,[1]1,[4]1,[9]1,[10]1,[2]1
[15]1;[3]1,[7]1,[5]1,[8]2,[19]2,[12]2,[13]2,[18]2,[10]2,[11]2,[16]1,[15]2,[1]2
[17]1;[8]2,[19]2,[12]2,[13]2,[18]2,[10]2,[11]2,[16]1,[15]2,[1]2,[0]2,[3]2,[7]2,[17]2,[9]2,[4]2,[14]2,[5]2,[2]2
[13]1;[14]1,[0]2,[3]2,[7]2,[17]2,[9]2,[4]2
[18]1;[14]2,[5]2,[2]2,[6]2,[19]3,[10]3,[13]3
[11]1;[6]2,[19]3,[13]3
[8]1;
[12]1;
[19]1;
[6]1;
[0]1;
[1]1;
[4]1;
[9]1;
[10]1;
[2]1;
[3]1;[10]3,[15]3,[16]2,[0]3,[8]3,[9]3,[7]3,[3]3,[18]3,[4]3,[1]3,[11]3,[17]3,[5]3,[2]3,[14]3,[12]3
[7]1;[15]3,[0]3,[8]3,[9]3,[7]3,[3]3,[18]3,[4]3,[1]3,[11]3,[17]3,[5]3,[2]3,[14]3,[12]3
[5]1;[13]4,[15]4,[7]4,[8]4,[16]3,[5]4
[14]1;
[8]2;[16]2
[19]2;[15]4,[7]4
[12]2;
[13]2;
[18]2;
[10]2;
[11]2;
[16]1;
[15]2;
[1]2;[9]4,[16]3,[10]4,[12]4
[0]2;
[3]2;
[7]2;
[17]2;
[9]2;
[4]2;
[14]2;[13]4
[5]2;[16]4
[2]2;[8]4,[9]4,[10]4,[6]3,[5]4
[6]2;
[19]3;
[10]3;[6]3,[11]4,[17]4,[3]4,[4]4,[19]4,[0]4,[1]4,[12]4,[14]4,[2]4,[15]5,[9]5,[7]5,[16]4
[13]3;
[15]3;[11]4,[17]4,[3]4,[4]4,[19]4,[0]4,[1]4,[14]4,[2]4,[15]5,[9]5,[7]5
[16]2;[10]5,[6]4
[0]3;[6]4,[17]5,[11]5,[8]5
[8]3;[18]4
[9]3;[14]6,[2]6
[7]3;[17]6
[3]3;
[18]3;[10]5,[17]5,[13]5,[8]5,[18]4,[3]5,[14]5,[12]5
[4]3;
[1]3;
[11]3;
[17]3;
[5]3;
[2]3;
[14]3;
[12]3;[13]5,[11]5,[3]5,[4]5,[14]5
[13]4;
[15]4;
[7]4;
[8]4;
[9]4;
[16]3;
[10]4;
[6]3;[5]5,[4]5,[1]5,[2]5,[19]5,[15]6,[16]5,[10]6,[0]5,[8]6,[6]5,[17]6,[13]6
[11]4;[5]5,[1]5,[12]5,[2]5,[19]5,[15]6,[16]5,[10]6,[0]5,[8]6,[6]5
[17]4;[13]6,[11]6,[9]6,[14]6,[7]6,[18]5,[3]6,[1]6,[5]6,[2]6,[19]6,[8]7,[16]6
[3]4;[11]6,[9]6,[7]6,[18]5,[3]6,[5]6,[19]6,[17]7
[4]4;[11]7
[19]4;[3]7
[0]4;
[5]4;
[1]4;
[12]4;
[14]4;
[2]4;
[15]5;
[9]5;
[7]5;
[16]4;
[10]5;
[6]4;
[17]5;
[13]5;
[11]5;
[8]5;
[18]4;[1]6
[3]5;
[5]5;[12]6,[15]7,[8]7,[17]7,[0]6,[16]6,[6]6,[11]7,[10]7,[4]6,[18]6,[14]7,[5]7,[3]7,[13]7
[4]5;[12]6,[15]7,[10]7,[14]7,[13]7
[1]5;[0]6,[6]6,[5]7,[12]7,[15]8,[7]7
[14]5;
[12]5;[1]7
[2]5;[9]7,[16]7,[17]8,[2]7,[14]8,[1]7
[19]5;[9]7,[19]7,[6]7,[17]8,[2]7
[15]6;
[16]5;
[10]6;
[0]5;
[8]6;
[6]5;
[17]6;
[13]6;[4]6,[12]7,[15]8,[8]8,[16]7,[19]7,[6]7,[0]7
[11]6;[18]6,[7]7,[8]8,[11]8
[9]6;[0]7
[14]6;
[7]6;
[18]5;
[3]6;
[1]6;
[5]6;
[2]6;
[19]6;
[12]6;[11]8,[10]8,[14]8,[4]7,[18]7,[3]8,[12]8,[7]8,[8]9,[16]8,[19]8
[15]7;[10]8,[4]7,[18]7,[3]8,[12]8,[7]8,[19]8,[6]8,[0]8
[8]7;[6]8,[9]8,[17]9,[5]8,[2]8,[4]8,[11]9,[14]9,[12]9,[10]9,[18]8,[15]9,[13]8,[7]9,[19]9
[17]7;[17]9,[5]8,[2]8,[4]8,[11]9,[14]9,[10]9,[18]8,[15]9,[1]8,[13]8,[3]9
[0]6;[8]9
[16]6;[6]9
[6]6;[17]10,[14]10
[11]7;
[10]7;
