Genesis;[68]1,[32]1,[15]1,[86]1,[28]1,[30]1,[85]1,[57]1,[48]1,[94]1,[67]1,[37]1,[52]1,[71]1,[91]1,[61]1,[92]1,[65]1,[73]1,[60]1,[17]1,[13]1,[96]1,[69]1,[99]1,[29]1,[93]1,[80]1,[98]1,[33]1,[18]1,[11]1,[75]1,[25]1,[58]1,[8]1,[82]1,[12]1,[79]1,[64]1,[44]1,[59]1,[41]1,[19]1,[23]1,[45]1,[56]1,[22]1,[53]1,[6]1,[0]1,[24]1,[66]1,[51]1,[1]1,[4]1,[97]1,[72]1,[81]1,[74]1,[70]1,[9]1,[50]1,[10]1,[31]1,[89]1,[88]1,[90]1,[47]1,[78]1,[84]1,[2]1,[49]1,[63]1,[95]1,[55]1,[62]1,[36]1,[46]1
[68]1;[43]1,[71]2,[68]2,[83]1,[23]2,[64]2,[15]2,[20]1,[42]1,[57]2,[28]2,[21]1,[48]2,[94]2,[34]1,[3]1,[85]2,[7]1,[61]2,[32]2,[96]2,[5]1,[52]2,[38]1,[39]1,[91]2,[25]2,[67]2,[19]2,[41]2,[30]2,[14]1,[93]2,[99]2,[92]2,[44]2,[56]2,[82]2,[37]2,[73]2,[65]2,[45]2,[77]1,[33]2,[4]2,[98]2,[51]2,[17]2,[89]2,[59]2,[8]2,[26]1,[29]2,[86]2,[66]2,[24]2,[60]2,[88]2,[22]2,[0]2,[76]1,[54]1,[18]2,[53]2,[49]2,[81]2,[55]2,[84]2,[10]2,[95]2,[1]2,[2]2
[32]1;[15]2,[20]1,[42]1,[57]2,[28]2,[21]1
[15]1;
[86]1;
[28]1;
[30]1;
[85]1;
[57]1;
[48]1;
[94]1;
[67]1;[27]1
[37]1;[3]1,[85]2
[52]1;[61]2,[32]2
[71]1;
[91]1;[5]1
[61]1;
[92]1;
[65]1;
[73]1;[48]2,[94]2,[34]1,[52]2,[38]1,[39]1
[60]1;[27]1
[17]1;
[13]1;[7]1
[96]1;
[69]1;[19]2,[41]2,[30]2,[93]2
[99]1;[99]2
[29]1;[96]2,[56]2
[93]1;[91]2,[37]2,[65]2,[45]2,[77]1
[80]1;[25]2
[98]1;[33]2
[33]1;[67]2,[4]2,[98]2
[18]1;
[11]1;
[75]1;[17]2
[25]1;
[58]1;[14]1
[8]1;[92]2,[44]2
[82]1;[82]2
[12]1;
[79]1;[73]2
[64]1;
[44]1;
[59]1;
[41]1;
[19]1;
[23]1;[24]2
[45]1;[88]2
[56]1;[51]2,[76]1,[54]1
[22]1;
[53]1;
[6]1;[89]2,[59]2,[8]2,[26]1,[29]2,[49]2,[81]2,[84]2,[1]2,[47]2,[35]1,[70]2,[16]1,[90]2,[50]2,[6]2,[36]2,[58]2,[71]3,[83]2,[31]2,[80]2,[62]2,[7]2,[96]3,[34]2,[52]3,[25]3,[30]3
[0]1;[91]3
[24]1;[40]2
[66]1;[86]2,[66]2,[60]2
[51]1;
[1]1;[22]2
[4]1;[0]2
[97]1;[18]2,[53]2
[72]1;
[81]1;[55]2,[10]2,[95]2,[2]2,[35]1,[70]2,[16]1,[90]2,[50]2,[78]2,[97]2,[36]2,[71]3,[83]2,[80]2,[7]2,[96]3,[52]3,[85]3,[38]2
[74]1;[12]2
[70]1;[91]3
[9]1;
[50]1;[3]3
[10]1;
[31]1;
[89]1;
[88]1;
[90]1;
[47]1;
[78]1;
[84]1;
[2]1;
[49]1;
[63]1;
[95]1;
[55]1;
[62]1;
[36]1;
[46]1;
