0.5;6;362;362
0.5;14;553;553
0.5;11;650;650
0.5;7;467;467
0.5;15;758;758
0.5;4;267;267
0.5;7;460;460
0.5;5;258;258
0.5;2;264;264
0.5;8;458;458
0.5;4;462;462
0.5;6;458;458
0.5;4;173;173
0.5;8;458;458
0.5;4;367;367
0.5;10;756;756
0.5;10;467;467
0.5;7;458;458
0.5;13;1023;295
0.5;9;762;762
0.5;17;555;555
0.5;20;273;1039
0.5;6;557;557
0.5;3;269;269
0.5;21;1029;254
0.5;7;460;460
0.5;14;660;660
0.5;22;1032;267
0.5;7;462;462
0.5;21;1031;255
0.5;12;557;557
0.5;9;560;560
0.5;5;363;363
0.5;11;755;755
0.5;11;469;469
0.5;13;758;758
0.5;6;264;264
0.5;8;361;361
0.5;2;365;365
0.5;4;264;264
0.5;14;659;659
0.5;2;267;267
0.5;6;365;365
0.5;6;466;466
0.5;8;638;638
0.5;5;266;266
0.5;16;451;451
0.5;12;463;463
0.5;12;647;647
0.5;18;1023;253
0.5;9;456;456
0.5;8;468;468
0.5;4;271;271
0.5;2;179;179
0.5;7;455;455
0.5;5;560;560
0.5;7;270;270
0.5;8;458;458
0.5;22;845;845
0.5;4;361;361
0.5;fail
0.5;9;459;459
0.5;10;662;662
0.5;19;857;857
0.5;7;363;363
0.5;7;468;468
0.5;7;361;361
0.5;5;365;365
0.5;19;266;1029
0.5;6;368;368
0.5;12;562;562
0.5;3;268;268
0.5;14;661;661
0.5;20;746;746
0.5;8;566;566
0.5;18;850;850
0.5;9;364;364
0.5;12;558;558
0.5;11;458;458
0.5;12;459;459
0.5;4;365;365
0.5;4;355;355
0.5;fail
0.5;17;652;652
0.5;9;461;461
0.5;6;272;272
0.5;25;740;740
0.5;13;751;751
0.5;25;264;1016
0.5;4;169;169
0.5;5;566;566
0.5;10;361;361
0.5;14;852;852
0.5;17;848;848
0.5;14;651;651
0.5;4;370;370
0.5;15;271;1036
0.5;15;758;758
0.5;20;844;844
0.5;10;469;469
0.1;19;1046;1047
0.1;18;1012;1011
0.1;28;1058;1059
0.1;85;974;970
0.1;18;1036;1037
0.1;20;1059;1057
0.1;107;1000;1000
0.1;17;1099;1097
0.1;21;1031;1028
0.1;23;1061;1060
0.1;765;313;313
0.1;174;910;909
0.1;20;1017;1015
0.1;26;1057;1056
0.1;166;900;902
0.1;85;1000;998
0.1;86;957;955
0.1;98;990;990
0.1;18;1030;1029
0.1;99;965;965
0.1;22;1063;1061
0.1;20;943;942
0.1;115;964;963
0.1;84;1003;999
0.1;15;1022;1025
0.1;770;324;324
0.1;20;1034;1037
0.1;15;1024;1027
0.1;93;957;958
0.1;18;1039;1037
0.1;39;1003;999
0.1;22;1072;1070
0.1;31;1027;1025
0.1;24;1039;1040
0.1;22;1086;1089
0.1;88;980;979
0.1;82;971;973
0.1;769;312;312
0.1;27;1037;1040
0.1;756;321;321
0.1;25;1060;1059
0.1;27;1067;1066
0.1;18;1053;1059
0.1;76;984;982
0.1;25;1063;1061
0.1;135;949;950
0.1;31;1045;1042
0.1;26;1057;1053
0.1;43;1043;1041
0.1;735;324;324
0.1;15;1047;1050
0.1;34;1037;1036
0.1;22;1050;1048
0.1;18;1069;1068
0.1;55;1028;1027
0.1;84;996;998
0.1;196;881;882
0.1;21;1030;1028
0.1;237;848;844
0.1;19;1050;1052
0.1;787;324;324
0.1;19;1025;1024
0.1;20;955;954
0.1;36;1051;1049
0.1;51;1027;1026
0.1;101;991;990
0.1;25;1076;1080
0.1;97;995;996
0.1;43;997;993
0.1;96;987;985
0.1;183;881;879
0.1;80;989;988
0.1;20;1028;1026
0.1;18;1070;1067
0.1;52;1022;1021
0.1;20;1073;1075
0.1;20;1023;1025
0.1;80;982;985
0.1;32;991;988
0.1;16;973;970
0.1;28;1056;1060
0.1;26;1060;1057
0.1;48;1038;1037
0.1;19;1056;1057
0.1;25;1043;1045
0.1;18;1053;1055
0.1;24;1055;1056
0.1;78;996;998
0.1;16;1038;1041
0.1;154;915;912
0.1;29;1067;1068
0.1;710;335;335
0.1;167;913;912
0.1;15;1038;1034
0.1;158;919;920
0.1;16;1045;1047
0.1;87;959;958
0.1;17;1050;1052
0.1;16;1070;1069
0.1;20;1038;1039
0.2;23;658;1056
0.2;593;492;492
0.2;104;643;970
0.2;15;1050;598
0.2;35;827;829
0.2;136;663;953
0.2;545;552;552
0.2;17;887;887
0.2;40;1043;688
0.2;24;1070;674
0.2;18;1062;708
